isoform_ID,miRNA_ID,n_pos_nt,n_total_nt,pos_ratio
"chr10|101939863,101956597,101957650,101975212,101990551,101991969,101993538,101995297,102001971|101939938,101956723,101957732,101975300,101990611,101992038,101993603,101995355,102002072|-",hsa-miR-2278,33,733,0.045020463847203276
"chr10|101939863,101956597,101957650,101975212,101990551|101939938,101956723,101957732,101975300,101990611|-",hsa-miR-2278,33,436,0.07568807339449542
"chr10|101939863,101956597,101957650,101975212|101939938,101956723,101957732,101975300|-",hsa-miR-2278,33,375,0.088
"chr10|101956597,101957650,101975212,101990551|101956723,101957732,101975300,101990611|-",hsa-miR-2278,33,360,0.09166666666666666
"chr10|101975212,101990551,101991969,101993538,101995297|101975300,101990611,101992038,101993603,101995355|-",hsa-miR-11181-5p,24,345,0.06956521739130435
"chr10|102157019,102157189,102157431,102158049|102157074,102157328,102157555,102158214|+",hsa-miR-6779-5p,31,487,0.06365503080082136
chr10|102360184|102360395|+,hsa-miR-3144-5p,8,212,0.03773584905660377
chr10|102360184|102360395|+,hsa-miR-6088,32,212,0.1509433962264151
"chr10|102361718,102362475|102361912,102362664|+",hsa-let-7a-5p,35,385,0.09090909090909091
"chr10|102361718,102362475|102361912,102362664|+",hsa-let-7b-5p,30,385,0.07792207792207792
"chr10|102362475,102363256,102363710,102365397|102362664,102363396,102363798,102365599|+",hsa-let-7a-5p,35,623,0.056179775280898875
"chr10|102362475,102363256,102363710,102365397|102362664,102363396,102363798,102365599|+",hsa-let-7b-5p,30,623,0.048154093097913325
"chr10|102362475,102363256,102363710,102365397|102362664,102363396,102363798,102365599|+",hsa-miR-4632-3p,31,623,0.04975922953451043
"chr10|102362475,102363256,102363710,102365397|102362664,102363396,102363798,102365599|+",hsa-miR-4649-3p,31,623,0.04975922953451043
"chr10|102362475,102363256,102363710,102365397|102362664,102363396,102363798,102365599|+",hsa-miR-6852-5p,31,623,0.04975922953451043
"chr10|102362475,102363256,102363710|102362664,102363396,102363798|+",hsa-let-7a-5p,35,420,0.08333333333333333
"chr10|102362475,102363256,102363710|102362664,102363396,102363798|+",hsa-let-7b-5p,30,420,0.07142857142857142
"chr10|102362475,102363256,102363710|102362664,102363396,102363798|+",hsa-miR-4632-3p,31,420,0.07380952380952381
"chr10|102362475,102363256,102363710|102362664,102363396,102363798|+",hsa-miR-4649-3p,31,420,0.07380952380952381
"chr10|102362475,102363256|102362664,102363396|+",hsa-let-7a-5p,35,331,0.10574018126888217
"chr10|102362475,102363256|102362664,102363396|+",hsa-let-7b-5p,30,331,0.09063444108761329
"chr10|102362475,102363256|102362664,102363396|+",hsa-miR-4649-3p,31,331,0.09365558912386707
"chr10|102592582,102593636,102593993,102597137,102599433|102592724,102593721,102594065,102597293,102599544|+",hsa-miR-6843-3p,29,571,0.050788091068301226
"chr10|102592582,102593636,102593993,102597140,102599433|102592724,102593721,102594065,102597293,102599544|+",hsa-miR-6843-3p,29,568,0.051056338028169015
"chr10|102685816,102689893,102699373,102705346|102686001,102689943,102699489,102705489|-",hsa-miR-4696,31,498,0.06224899598393574
"chr10|102685816,102689893,102699373,102705346|102686001,102689943,102699489,102705489|-",hsa-miR-4763-3p,32,498,0.0642570281124498
"chr10|102685816,102689893|102686001,102689943|-",hsa-miR-4763-3p,32,237,0.1350210970464135
"chr10|102685816,102699409,102705346|102685919,102699489,102705489|-",hsa-miR-4696,31,329,0.09422492401215805
"chr10|102685816,102705378|102685876,102705489|-",hsa-miR-4696,31,173,0.1791907514450867
"chr10|103049707,103054329,103056795,103068629,103076086|103049850,103054470,103056964,103068722,103076270|+",hsa-miR-498-5p,33,735,0.044897959183673466
"chr10|103049707,103054329,103056795,103068629,103076086|103049850,103054470,103056964,103068722,103076270|+",hsa-miR-4649-5p,33,735,0.044897959183673466
"chr10|103049707,103054329,103056795,103068629,103076086|103049850,103054470,103056964,103068722,103076270|+",hsa-miR-10392-5p,33,735,0.044897959183673466
"chr10|103068629,103071774,103076086|103068722,103071839,103076270|+",hsa-miR-498-5p,33,345,0.09565217391304348
"chr10|103068629,103071774,103076086|103068722,103071839,103076270|+",hsa-miR-4649-5p,33,345,0.09565217391304348
"chr10|103068629,103071774,103076086|103068722,103071839,103076270|+",hsa-miR-10392-5p,33,345,0.09565217391304348
"chr10|103378235,103379608,103379884|103378550,103379771,103380019|+",hsa-miR-6075,30,616,0.048701298701298704
"chr10|103427329,103432129,103433948,103434248,103434798|103427391,103432234,103434037,103434350,103434975|+",hsa-miR-2278,31,540,0.05740740740740741
"chr10|103622470,103627089,103660983|103622553,103627202,103661114|-",hsa-miR-1200,33,330,0.1
"chr10|103889072,103892130,103897548,103898877,103900062,103905091,103910527|103889144,103892252,103897719,103899000,103900223,103905156,103910622|-",hsa-miR-147b-3p,31,816,0.03799019607843137
"chr10|104277894,104279056,104279370|104278116,104279126,104279471|+",hsa-miR-6842-3p,31,396,0.07828282828282829
"chr10|1072116,1077907,1080011,1080412,1084403,1086286,1093452|1072293,1078003,1080106,1080476,1084538,1086357,1093496|+",hsa-miR-12119,31,689,0.04499274310595065
"chr10|1072116,1093452,1096170|1072223,1093496,1096246|+",hsa-miR-12119,31,230,0.13478260869565217
"chr10|1072116,1124897|1072166,1125024|+",hsa-miR-5698,31,179,0.17318435754189945
"chr10|1077907,1080011,1080412,1084403,1086286,1093452,1096170,1103599,1105126|1078003,1080106,1080476,1084538,1086357,1093496,1096246,1103836,1105267|+",hsa-miR-12119,31,968,0.03202479338842975
"chr10|1077936,1084403,1086286,1093452,1096170,1103535,1105126|1078003,1084538,1086357,1093496,1096246,1103836,1105267|+",hsa-miR-12119,31,842,0.03681710213776722
"chr10|1084403,1086286,1093452,1096170,1103599,1105126|1084538,1086357,1093496,1096246,1103836,1105267|+",hsa-miR-12119,31,710,0.04366197183098591
"chr10|1084403,1086286,1093452,1096170,1103761,1105126|1084538,1086357,1093496,1096193,1103836,1105267|+",hsa-miR-12119,31,495,0.06262626262626263
"chr10|1084403,1086286,1093452,1096170,1105126,1124218,1124910|1084538,1086357,1093496,1096246,1105267,1124352,1125024|+",hsa-miR-5698,31,722,0.04293628808864266
"chr10|1084403,1086286,1093452,1096170,1105126,1124218,1124910|1084538,1086357,1093496,1096246,1105267,1124352,1125024|+",hsa-miR-12119,31,722,0.04293628808864266
"chr10|1084403,1086286,1093452,1096170,1124218,1124910|1084538,1086357,1093496,1096246,1124352,1125024|+",hsa-miR-5698,31,580,0.05344827586206897
"chr10|1084403,1086286,1093452,1096170,1124218,1124910|1084538,1086357,1093496,1096246,1124352,1125024|+",hsa-miR-12119,31,580,0.05344827586206897
"chr10|1084403,1086286,1093452,1096170|1084538,1086357,1093496,1096246|+",hsa-miR-12119,31,330,0.09393939393939393
"chr10|1093452,1095668,1096170|1093496,1095829,1096246|+",hsa-miR-12119,31,284,0.10915492957746478
"chr10|1093452,1096170,1105092|1093496,1096207,1105267|+",hsa-miR-12119,31,259,0.11969111969111969
"chr10|1093452,1096170,1124218,1124910|1093496,1096246,1124352,1125024|+",hsa-miR-5698,31,372,0.08333333333333333
"chr10|1093452,1096170,1124218,1124910|1093496,1096246,1124352,1125024|+",hsa-miR-12119,31,372,0.08333333333333333
"chr10|110124017,110125826,110126417,110130363,110132305|110124274,110125945,110126503,110130486,110132400|+",hsa-miR-6856-5p,34,685,0.049635036496350364
"chr10|110124017,110132305|110124173,110132400|+",hsa-miR-6856-5p,34,253,0.13438735177865613
chr10|110124017|110124274|+,hsa-miR-6856-5p,34,258,0.13178294573643412
"chr10|110228189,110244828,110279180,110279914|110228321,110244857,110279294,110280085|+",hsa-miR-449a,31,450,0.06888888888888889
"chr10|110228189,110244828,110279180,110279914|110228321,110244857,110279294,110280085|+",hsa-miR-4725-5p,30,450,0.06666666666666667
"chr10|110228189,110244828,110279180,110279914|110228321,110244857,110279294,110280085|+",hsa-miR-4751,36,450,0.08
"chr10|110881233,110883003,110885253,110887665|110881535,110883097,110885366,110887886|+",hsa-miR-5193,31,734,0.04223433242506812
"chr10|110885253,110887665,110889533,110890556|110885366,110887890,110889630,110890670|+",hsa-miR-193b-3p,32,553,0.05786618444846293
chr10|110964125|110965061|+,hsa-miR-1260a,27,937,0.0288153681963714
chr10|110964125|110965061|+,hsa-miR-3147,34,937,0.03628601921024546
"chr10|110985628,111004676,111007531,111009248,111009713|110985765,111004794,111007653,111009385,111009830|+",hsa-miR-222-3p,31,636,0.04874213836477988
"chr10|1124218,1124910|1124352,1125024|+",hsa-miR-5698,31,250,0.124
"chr10|11249153,11257738,11266598,11270666,11275057|11249201,11257872,11266677,11270824,11275120|+",hsa-miR-6779-3p,33,487,0.06776180698151951
"chr10|113858528,113876521,113879574,113884251|113858680,113876976,113879695,113884380|+",hsa-miR-574-5p,32,861,0.03716608594657375
"chr10|113858528,113876521,113879574,113884251|113858680,113876976,113879695,113884380|+",hsa-miR-3192-3p,31,861,0.036004645760743324
"chr10|113858528,113876521,113879574,113884251|113858680,113876976,113879695,113884380|+",hsa-miR-6800-5p,32,861,0.03716608594657375
"chr10|113876521,113879574,113884251|113876976,113879695,113884380|+",hsa-miR-3192-3p,31,708,0.043785310734463276
"chr10|114465698,114468181,114472977,114473879,114487958,114491791|114465827,114468216,114473132,114473956,114488016,114491878|-",hsa-miR-6731-5p,31,547,0.056672760511883
"chr10|114465698,114468181,114472977,114473879,114487958,114491791|114465827,114468216,114473132,114473956,114488016,114491878|-",hsa-miR-6807-5p,32,547,0.05850091407678245
"chr10|114465698,114468181,114472977,114473879,114487958,114491791|114465827,114468216,114473132,114473956,114488016,114491878|-",hsa-miR-8089,35,547,0.06398537477148081
"chr10|114465698,114468181,114472977,114473879|114465827,114468216,114473132,114473956|-",hsa-miR-6731-5p,31,400,0.0775
"chr10|114465698,114468181,114472977,114473879|114465827,114468216,114473132,114473956|-",hsa-miR-6807-5p,32,400,0.08
"chr10|114465698,114468181,114472977,114473879|114465827,114468216,114473132,114473956|-",hsa-miR-8089,35,400,0.0875
"chr10|114465698,114468181|114465827,114468216|-",hsa-miR-6731-5p,31,166,0.18674698795180722
"chr10|114465698,114468181|114465827,114468216|-",hsa-miR-8089,35,166,0.21084337349397592
"chr10|114830852,114833233,114835537,114836124|114830930,114833402,114835641,114836246|+",hsa-miR-339-5p,33,477,0.06918238993710692
"chr10|11518535,11525386,11527500,11597631,11601345,11601891|11518574,11525468,11527567,11597717,11601467,11601980|-",hsa-miR-2392,32,491,0.06517311608961303
"chr10|115281355,115315594,115334282|115281487,115315736,115334419|+",hsa-miR-221-5p,31,414,0.0748792270531401
"chr10|115281355,115334270|115281432,115334419|+",hsa-miR-221-5p,31,228,0.13596491228070176
"chr10|115300034,115301855,115315518,115334282|115300247,115302043,115315736,115334419|+",hsa-miR-221-5p,31,760,0.04078947368421053
"chr10|115300034,115334270|115300165,115334419|+",hsa-miR-221-5p,31,282,0.1099290780141844
"chr10|115334282,115394659,115426250,115461941,115467174,115469172|115334419,115394752,115426302,115462035,115467252,115469329|+",hsa-miR-221-5p,31,617,0.050243111831442464
"chr10|115334282,115394659,115469266|115334419,115394703,115469329|+",hsa-miR-221-5p,31,247,0.12550607287449392
"chr10|11601345,11601831|11601532,11601980|-",hsa-miR-2392,32,338,0.09467455621301775
"chr10|116089741,116093702,116096655|116089776,116093836,116096764|-",hsa-miR-4695-5p,32,281,0.11387900355871886
"chr10|116089741,116093702,116096655|116089776,116093836,116096764|-",hsa-miR-5003-3p,30,281,0.10676156583629894
"chr10|116125221,116125505|116125325,116125557|-",hsa-miR-431-5p,29,158,0.18354430379746836
"chr10|116125221,116125505|116125325,116125557|-",hsa-miR-6715b-5p,29,158,0.18354430379746836
"chr10|116125221,116125505|116125325,116125557|-",hsa-miR-6753-3p,34,158,0.21518987341772153
chr10|116125221|116125557|-,hsa-miR-431-5p,29,337,0.08605341246290801
"chr10|116940466,116944924,116948916,116951909,116954042,116960136|116940612,116945018,116948997,116952006,116954210,116960230|-",hsa-miR-3692-5p,33,686,0.048104956268221574
"chr10|11747349,11749495,11755408|11747470,11749592,11755608|+",hsa-miR-3132,34,421,0.08076009501187649
"chr10|11747349,11749495,11755408|11747470,11749592,11755608|+",hsa-miR-4650-3p,33,421,0.07838479809976247
"chr10|117972545,118008987,118015065|117972687,118009225,118015110|-",hsa-miR-1226-3p,32,428,0.07476635514018691
"chr10|117972545,118009082,118015065|117972687,118009225,118015110|-",hsa-miR-494-5p,32,333,0.0960960960960961
"chr10|118009082,118015065,118038972,118040541|118009225,118015110,118039091,118040565|-",hsa-miR-1226-3p,32,335,0.0955223880597015
"chr10|118685983,118701306,118707492|118686053,118701408,118707587|-",hsa-miR-450b-5p,32,270,0.11851851851851852
"chr10|118701306,118707492,118729295,118730284|118701408,118707587,118729397,118730410|-",hsa-miR-450b-5p,32,429,0.07459207459207459
"chr10|118701306,118707492,118729295,118730284|118701408,118707587,118729397,118730410|-",hsa-miR-4799-3p,30,429,0.06993006993006994
"chr10|118729295,118729783,118730284|118729397,118729911,118730410|-",hsa-miR-4799-3p,30,359,0.08356545961002786
"chr10|118729295,118730284,118742195|118729397,118730410,118742292|-",hsa-miR-4799-3p,30,328,0.09146341463414634
"chr10|118729295,118730284|118729397,118730410|-",hsa-miR-4799-3p,30,230,0.13043478260869565
"chr10|119051199,119056740,119056936,119057956,119073778|119051321,119056784,119057040,119058076,119073937|-",hsa-miR-6501-3p,32,554,0.05776173285198556
"chr10|119051199,119056740,119056936,119057956,119073778|119051321,119056784,119057040,119058076,119073937|-",hsa-miR-6867-3p,30,554,0.05415162454873646
"chr10|119051199,119056740,119056936,119057956,119073778|119051321,119056784,119057040,119058076,119073937|-",hsa-miR-3059-5p,36,554,0.06498194945848375
"chr10|119051199,119056740,119073835|119051321,119056809,119073937|-",hsa-miR-6501-3p,32,296,0.10810810810810811
"chr10|119070886,119072890,119073441,119073747|119071085,119073053,119073577,119073937|-",hsa-miR-6501-3p,32,692,0.046242774566473986
"chr10|119072890,119073441,119073747|119073053,119073577,119073937|-",hsa-miR-6501-3p,32,492,0.06504065040650407
"chr10|11929865,11931641,11936545,11942665,11943064,11948369,11952066|11929985,11931782,11936712,11942763,11943168,11948508,11952249|-",hsa-miR-1236-3p,33,959,0.03441084462982273
"chr10|11929865,11931641,11936545,11942665,11943064,11948369,11952066|11929985,11931782,11936712,11942763,11943168,11948508,11952249|-",hsa-miR-5193,30,959,0.03128258602711158
"chr10|11929865,11931641,11936545,11942665,11943064|11929985,11931782,11936712,11942763,11943168|-",hsa-miR-1236-3p,33,635,0.05196850393700787
"chr10|11929865,11931641,11936545,11942665,11943064|11929985,11931782,11936712,11942763,11943168|-",hsa-miR-5193,30,635,0.047244094488188976
"chr10|11942665,11943064,11948369,11952066|11942763,11943168,11948508,11952249|-",hsa-miR-877-3p,30,528,0.056818181818181816
"chr10|11942665,11943064,11948369,11952066|11942763,11943168,11948508,11952249|-",hsa-miR-1236-3p,33,528,0.0625
"chr10|11942665,11943064,11948369,11952066|11942763,11943168,11948508,11952249|-",hsa-miR-5193,30,528,0.056818181818181816
"chr10|11942665,11943064,11948369|11942763,11943168,11948508|-",hsa-miR-877-3p,30,344,0.0872093023255814
"chr10|11942665,11943064,11948369|11942763,11943168,11948508|-",hsa-miR-1236-3p,33,344,0.09593023255813954
"chr10|11955232,11956320,11959171,11964009|11955507,11956523,11959356,11964125|-",hsa-miR-5006-5p,30,783,0.038314176245210725
"chr10|119577080,119577451,119577641,119578726,119579935|119577203,119577535,119577736,119578834,119580010|-",hsa-miR-181a-2-3p,32,490,0.0653061224489796
"chr10|119578726,119579935,119582459,119588152|119578834,119580010,119582608,119588248|-",hsa-miR-181a-2-3p,32,432,0.07407407407407407
"chr10|119751076,119781635,119791517,119791869,119792157|119751156,119781771,119791645,119792036,119792213|+",hsa-miR-642a-5p,31,572,0.05419580419580419
chr10|119898244|119898959|+,hsa-miR-3150a-3p,31,716,0.04329608938547486
chr10|119898244|119898959|+,hsa-miR-3198,31,716,0.04329608938547486
chr10|119898244|119898959|+,hsa-miR-6085,28,716,0.03910614525139665
chr10|119898244|119898959|+,hsa-miR-6894-5p,33,716,0.046089385474860335
chr10|119898244|119898959|+,hsa-miR-7847-3p,30,716,0.04189944134078212
chr10|119898244|119898959|+,hsa-miR-12114,27,716,0.03770949720670391
"chr10|119898427,119898927|119898649,119898959|+",hsa-miR-6085,28,256,0.109375
chr10|119898427|119898959|+,hsa-miR-2861,28,533,0.0525328330206379
chr10|119898427|119898959|+,hsa-miR-3150a-3p,31,533,0.058161350844277676
"chr10|119902799,119904084|119903009,119904277|+",hsa-miR-4268,30,405,0.07407407407407407
"chr10|12081472,12084540,12087535,12091627,12094073|12081627,12084751,12087560,12091684,12094271|+",hsa-miR-663b,29,651,0.0445468509984639
"chr10|12081472,12084540,12087535,12091627,12094073|12081627,12084751,12087560,12091684,12094271|+",hsa-miR-4685-5p,36,651,0.055299539170506916
"chr10|12081472,12084540|12081627,12084751|+",hsa-miR-4685-5p,36,368,0.09782608695652174
"chr10|12088986,12091513,12094073|12089255,12091684,12094271|+",hsa-miR-663b,29,641,0.0452418096723869
"chr10|12088986,12091513,12094073|12089255,12091684,12094271|+",hsa-miR-3620-5p,30,641,0.046801872074883
"chr10|12088986,12091513,12094073|12089255,12091684,12094271|+",hsa-miR-4505,27,641,0.0421216848673947
"chr10|12088986,12091513,12094073|12089255,12091684,12094271|+",hsa-miR-4707-5p,32,641,0.0499219968798752
"chr10|12088986,12094159|12089230,12094271|+",hsa-miR-663b,29,358,0.08100558659217877
"chr10|12088986,12094159|12089230,12094271|+",hsa-miR-4507,29,358,0.08100558659217877
"chr10|12088986,12094159|12089230,12094271|+",hsa-miR-1587,29,358,0.08100558659217877
"chr10|12118749,12120182|12118918,12120267|+",hsa-miR-5196-5p,29,256,0.11328125
"chr10|12160930,12162213|12161121,12162289|+",hsa-miR-4686,32,269,0.11895910780669144
"chr10|12160930,12162213|12161121,12162289|+",hsa-miR-6815-5p,32,269,0.11895910780669144
"chr10|12215740,12217361,12230948,12235048,12237144,12238457|12215835,12217467,12230996,12235123,12237266,12238485|+",hsa-miR-324-5p,31,480,0.06458333333333334
"chr10|12215740,12217361|12215835,12217467|+",hsa-miR-324-5p,31,203,0.15270935960591134
"chr10|122392303,122393181,122397918,122400343,122406576,122412920,122415859,122417900,122424199,122424896,122426942|122392372,122393341,122397974,122400388,122406673,122413045,122416002,122417968,122424263,122424959,122427031|+",hsa-miR-4758-5p,34,990,0.03434343434343434
"chr10|122392303,122393181,122397918,122400343,122406576,122412920,122415859,122417900,122424199,122424896|122392372,122393341,122397974,122400388,122406673,122413045,122416002,122417968,122424263,122424959|+",hsa-miR-4758-5p,34,900,0.03777777777777778
"chr10|122392303,122393181,122397918,122400343,122406576,122412920|122392372,122393341,122397974,122400388,122406673,122413045|+",hsa-miR-4758-5p,29,558,0.05197132616487455
"chr10|122392303,122400343,122406576,122412920|122392330,122400388,122406673,122413045|+",hsa-miR-4758-5p,29,298,0.09731543624161074
"chr10|122393181,122412920,122415859,122417900,122424199,122424896|122393341,122413045,122416002,122417968,122424263,122424959|+",hsa-miR-4758-5p,34,629,0.05405405405405406
"chr10|122412920,122414433,122415859,122417900|122413045,122414673,122416002,122417968|+",hsa-miR-4758-5p,34,580,0.05862068965517241
"chr10|122412920,122415859,122417900|122413045,122416002,122417968|+",hsa-miR-4758-5p,34,339,0.10029498525073746
"chr10|12246149,12249581,12250311|12246277,12249718,12250469|+",hsa-miR-3620-5p,31,426,0.07276995305164319
"chr10|12246149,12249581,12250311|12246277,12249718,12250469|+",hsa-miR-3180,28,426,0.06572769953051644
"chr10|12246149,12249581,12250311|12246277,12249718,12250469|+",hsa-miR-4505,27,426,0.06338028169014084
"chr10|12246149,12249581,12250311|12246277,12249718,12250469|+",hsa-miR-1587,29,426,0.06807511737089202
"chr10|12246149,12249581,12250311|12246277,12249718,12250469|+",hsa-miR-5193,32,426,0.07511737089201878
"chr10|12246149,12249581,12250311|12246277,12249718,12250469|+",hsa-miR-6791-3p,29,426,0.06807511737089202
"chr10|12246149,12249581,12250311|12246277,12249718,12250469|+",hsa-miR-8075,34,426,0.07981220657276995
"chr10|12246149,12249581,12250311|12246277,12249718,12250469|+",hsa-miR-10398-3p,29,426,0.06807511737089202
"chr10|12249581,12250311|12249718,12250469|+",hsa-miR-3180-3p,31,297,0.10437710437710437
"chr10|12249581,12250311|12249718,12250469|+",hsa-miR-3620-5p,31,297,0.10437710437710437
"chr10|12249581,12250311|12249718,12250469|+",hsa-miR-3180,28,297,0.09427609427609428
"chr10|12249581,12250311|12249718,12250469|+",hsa-miR-4505,27,297,0.09090909090909091
"chr10|12249581,12250311|12249718,12250469|+",hsa-miR-1587,29,297,0.09764309764309764
"chr10|12249581,12250311|12249718,12250469|+",hsa-miR-6791-3p,29,297,0.09764309764309764
"chr10|12249581,12250311|12249718,12250469|+",hsa-miR-6823-5p,31,297,0.10437710437710437
"chr10|124408542,124408741,124411973|124408637,124408965,124412200|-",hsa-miR-670-3p,30,549,0.0546448087431694
"chr10|124408542,124408741|124408637,124408965|-",hsa-miR-670-3p,30,321,0.09345794392523364
"chr10|124487089,124488422,124488766,124495791,124496961,124498036|124487214,124488575,124488913,124495863,124497024,124498128|+",hsa-miR-7107-3p,33,658,0.05015197568389058
"chr10|124681607,124682313|124681883,124682379|-",hsa-miR-3616-3p,31,344,0.09011627906976744
"chr10|124681607,124682319,124696158|124681730,124682379,124696212|-",hsa-miR-103a-1-5p,32,240,0.13333333333333333
"chr10|124681607,124682360|124682071,124682379|-",hsa-miR-103a-1-5p,32,485,0.06597938144329897
"chr10|124681607,124696158|124682379,124696212|-",hsa-miR-3616-3p,31,828,0.03743961352657005
chr10|124681607|124682379|-,hsa-miR-103a-2-5p,32,773,0.04139715394566624
"chr10|124760318,124765392,124774675|124760503,124765608,124774782|-",hsa-miR-5192,34,511,0.06653620352250489
"chr10|124774675,124789039,124790273|124774782,124789157,124790338|-",hsa-miR-5192,34,293,0.11604095563139932
"chr10|124806831,124816576,124819384,124826595|124806921,124816612,124819450,124826785|+",hsa-miR-6088,29,386,0.07512953367875648
"chr10|124940374,124942457,124983512,124984774,124987467|124940547,124942513,124983688,124985196,124987504|+",hsa-miR-26b-3p,30,869,0.03452243958573072
"chr10|124940374,124942457,124983512,124984774,124987467|124940547,124942513,124983688,124985196,124987504|+",hsa-miR-624-5p,30,869,0.03452243958573072
"chr10|124940374,124942457,124983512,124984774,124987467|124940547,124942513,124983688,124985196,124987504|+",hsa-miR-5196-3p,30,869,0.03452243958573072
"chr10|124940374,124942457,124983512,124984774,124987467|124940547,124942513,124983688,124985196,124987504|+",hsa-miR-6891-3p,30,869,0.03452243958573072
"chr10|124940374,124942457,124983512,124984774,124987467|124940547,124942513,124983688,124985196,124987504|+",hsa-miR-3059-5p,33,869,0.0379746835443038
"chr10|124942457,124962287|124943307,124962408|+",hsa-miR-1224-5p,28,973,0.02877697841726619
"chr10|124942457,124962287|124943307,124962408|+",hsa-miR-2682-3p,32,973,0.0328879753340185
chr10|124942457|124943307|+,hsa-miR-1250-5p,30,851,0.03525264394829612
chr10|124942457|124943307|+,hsa-miR-2682-3p,32,851,0.03760282021151586
chr10|124942457|124943307|+,hsa-miR-4784,31,851,0.036427732079905996
"chr10|126970702,126977948,126981918,126987521,126990455,126996748,126998092,126999354,127000172|126970785,126977988,126981973,126987617,126990603,126996883,126998249,126999435,127000307|+",hsa-miR-4440,32,939,0.03407880724174654
"chr10|126970702,126977948,126981918,126987521,126990455|126970785,126977988,126981973,126987617,126990603|+",hsa-miR-4440,32,427,0.07494145199063232
"chr10|127008732,127110248,127125474,127127669|127008763,127110354,127125601,127127764|+",hsa-miR-1265,32,363,0.0881542699724518
"chr10|127008732,127110248,127125474,127127669|127008763,127110354,127125601,127127764|+",hsa-miR-4526,31,363,0.08539944903581267
"chr10|127008732,127110248,127125474,127127669|127008763,127110354,127125601,127127764|+",hsa-miR-5699-3p,30,363,0.08264462809917356
"chr10|127042625,127043064,127061725|127042714,127043114,127061776|+",hsa-miR-3184-3p,32,193,0.16580310880829016
"chr10|127061668,127106231,127110248,127125474,127127669|127061776,127106301,127110354,127125601,127127764|+",hsa-miR-1265,32,511,0.06262230919765166
"chr10|127061668,127106231,127110248,127125474,127127669|127061776,127106301,127110354,127125601,127127764|+",hsa-miR-5699-3p,30,511,0.05870841487279843
"chr10|127106231,127110248,127125474,127127669|127106301,127110354,127125601,127127764|+",hsa-miR-1265,32,402,0.07960199004975124
"chr10|127106231,127110248,127125474,127127669|127106301,127110354,127125601,127127764|+",hsa-miR-4526,31,402,0.07711442786069651
"chr10|127106231,127110248,127125474,127127669|127106301,127110354,127125601,127127764|+",hsa-miR-5699-3p,30,402,0.07462686567164178
"chr10|127362064,127373781,127374058|127362212,127373866,127374214|+",hsa-miR-6780a-3p,30,392,0.07653061224489796
